gvkey,cik,conm,Role,Source,Date,Time,Title,Content
105918,1490145,BLACK RIDGE OIL & GAS INC,"CEO, Chief Executive Officer",,,,,
105918,1490145,BLACK RIDGE OIL & GAS INC,"CFO, Chief Financial Officer",,,,,
185181,1490161,ERICKSON INC,"CEO, Chief Executive Officer",,,,,
185181,1490161,ERICKSON INC,"CFO, Chief Financial Officer",,,,,
184868,1490165,DHX MEDIA LTD,"CEO, Chief Executive Officer",,,,,
184868,1490165,DHX MEDIA LTD,"CFO, Chief Financial Officer",,,,,
174314,1490186,GROUPON INC,"CEO, Chief Executive Officer",,,,,
174314,1490186,GROUPON INC,"CFO, Chief Financial Officer",,,,,
187363,1490281,MEDLEY CAPITAL CORP,"CEO, Chief Executive Officer",,,,,
187363,1490281,MEDLEY CAPITAL CORP,"CFO, Chief Financial Officer",,,,,
186279,1490349,CHINA NEW BORUN CORP ,"CEO, Chief Executive Officer",,,,,
186279,1490349,CHINA NEW BORUN CORP ,"CFO, Chief Financial Officer",,,,,
184767,1490366,HUNTWICKE CAPITAL GROUP INC,"CEO, Chief Executive Officer",,,,,
184767,1490366,HUNTWICKE CAPITAL GROUP INC,"CFO, Chief Financial Officer",,,,,
187473,1490490,RHINO RESOURCE PARTNERS LP,"CEO, Chief Executive Officer",,,,,
187473,1490490,RHINO RESOURCE PARTNERS LP,"CFO, Chief Financial Officer",,,,,
174312,1490630,G-ESTATE LIQUIDATION STORES,"CEO, Chief Executive Officer",,,,,
174312,1490630,G-ESTATE LIQUIDATION STORES,"CFO, Chief Financial Officer",,,,,
185190,1490636,MARKETO INC,"CEO, Chief Executive Officer",,,,,
185190,1490636,MARKETO INC,"CFO, Chief Financial Officer",,,,,
17693,1490660,BORALEX INC,"CEO, Chief Executive Officer",,,,,
17693,1490660,BORALEX INC,"CFO, Chief Financial Officer",,,,,
105632,1490663,ECO SCIENCE SOLUTIONS INC,"CEO, Chief Executive Officer",,,,,
105632,1490663,ECO SCIENCE SOLUTIONS INC,"CFO, Chief Financial Officer",,,,,
186370,1490873,MARQUEE ENERGY LTD,"CEO, Chief Executive Officer",,,,,
186370,1490873,MARQUEE ENERGY LTD,"CFO, Chief Financial Officer",,,,,
185163,1490885,CORESITE REALTY CORP,"CEO, Chief Executive Officer",,,,,
185163,1490885,CORESITE REALTY CORP,"CFO, Chief Financial Officer",,,,,
185177,1490892,CAPITOL FEDERAL FINL INC,"CEO, Chief Executive Officer",,,,,
185177,1490892,CAPITOL FEDERAL FINL INC,"CFO, Chief Financial Officer",,,,,
119414,1490906,CAMPUS CREST COMMUNITIES INC,"CEO, Chief Executive Officer",,,,,
119414,1490906,CAMPUS CREST COMMUNITIES INC,"CFO, Chief Financial Officer",,,,,
184885,1490983,STONEGATE AGRICOM LTD,"CEO, Chief Executive Officer",,,,,
184885,1490983,STONEGATE AGRICOM LTD,"CFO, Chief Financial Officer",,,,,
184779,1491413,LIVEXLIVE MEDIA,"CEO, Chief Executive Officer",,,,,
184779,1491413,LIVEXLIVE MEDIA,"CFO, Chief Financial Officer",,,,,
187122,1491419,SERNOVA CORP,"CEO, Chief Executive Officer",,,,,
187122,1491419,SERNOVA CORP,"CFO, Chief Financial Officer",,,,,
119615,1491434,TAKUNG ART CO LTD,"CEO, Chief Executive Officer",,,,,
119615,1491434,TAKUNG ART CO LTD,"CFO, Chief Financial Officer",,,,,
18892,1491487,GREENHOUSE SOLUTIONS INC,"CEO, Chief Executive Officer",,,,,
18892,1491487,GREENHOUSE SOLUTIONS INC,"CFO, Chief Financial Officer",,,,,
185979,1491525,TESARO INC,"CEO, Chief Executive Officer",,,,,
185979,1491525,TESARO INC,"CFO, Chief Financial Officer",,,,,
170969,1491576,THEMAC RESOURCES GROUP LTD,"CEO, Chief Executive Officer",,,,,
170969,1491576,THEMAC RESOURCES GROUP LTD,"CFO, Chief Financial Officer",,,,,
66481,1491773,ANGIE'S LIST INC,"CEO, Chief Executive Officer",,,,,
66481,1491773,ANGIE'S LIST INC,"CFO, Chief Financial Officer",,,,,
188155,1491778,ALPHA NETWORK ALLIANCE VNTRS,"CEO, Chief Executive Officer",,,,,
188155,1491778,ALPHA NETWORK ALLIANCE VNTRS,"CFO, Chief Financial Officer",,,,,
17392,1491829,WORLD MOTO INC,"CEO, Chief Executive Officer",,,,,
17392,1491829,WORLD MOTO INC,"CFO, Chief Financial Officer",,,,,
16522,1492151,PREFERRED BANK LOS ANGELES,"CEO, Chief Executive Officer",,,,,
16522,1492151,PREFERRED BANK LOS ANGELES,"CFO, Chief Financial Officer",,,,,
109183,1492165,APIVIO SYSTEMS INC,"CEO, Chief Executive Officer",,,,,
109183,1492165,APIVIO SYSTEMS INC,"CFO, Chief Financial Officer",,,,,
18712,1492286,SABRA HEALTH CARE REIT INC,"CEO, Chief Executive Officer",,,,,
18712,1492286,SABRA HEALTH CARE REIT INC,"CFO, Chief Financial Officer",,,,,
185618,1492298,APELLIS PHARMACEUTICALS,"CEO, Chief Executive Officer",,,,,
185618,1492298,APELLIS PHARMACEUTICALS,"CFO, Chief Financial Officer",,,,,
26359,1492422,HORIZON PHARMA PLC,"CEO, Chief Executive Officer",,,,,
26359,1492422,HORIZON PHARMA PLC,"CFO, Chief Financial Officer",,,,,
185355,1492426,DISCOVERY GOLD CORP,"CEO, Chief Executive Officer",,,,,
185355,1492426,DISCOVERY GOLD CORP,"CFO, Chief Financial Officer",,,,,
186166,1492448,NIELSEN HOLDINGS PLC,"CEO, Chief Executive Officer",,,,,
186166,1492448,NIELSEN HOLDINGS PLC,"CFO, Chief Financial Officer",,,,,
100873,1492633,WRIGHT MEDICAL GROUP NV,"CEO, Chief Executive Officer",,,,,
100873,1492633,WRIGHT MEDICAL GROUP NV,"CFO, Chief Financial Officer",,,,,
143421,1492658,T2 BIOSYSTEMS INC,"CEO, Chief Executive Officer",,,,,
143421,1492658,T2 BIOSYSTEMS INC,"CFO, Chief Financial Officer",,,,,
21033,1492674,KNIGHT-SWIFT TRPTN HLDGS INC,"CEO, Chief Executive Officer",,,,,
21033,1492674,KNIGHT-SWIFT TRPTN HLDGS INC,"CFO, Chief Financial Officer",,,,,
30861,1492691,STANDARD FINANCIAL CORP,"CEO, Chief Executive Officer",,,,,
30861,1492691,STANDARD FINANCIAL CORP,"CFO, Chief Financial Officer",,,,,
185113,1492915,WEST KIRKLAND MINING INC,"CEO, Chief Executive Officer",,,,,
185113,1492915,WEST KIRKLAND MINING INC,"CFO, Chief Financial Officer",,,,,
184990,1492927,NORD ANGLIA EDUCATION INC,"CEO, Chief Executive Officer",,,,,
184990,1492927,NORD ANGLIA EDUCATION INC,"CFO, Chief Financial Officer",,,,,
314866,1492966,NEW MEDIA INSIGHT GROUP INC,"CEO, Chief Executive Officer",,,,,
314866,1492966,NEW MEDIA INSIGHT GROUP INC,"CFO, Chief Financial Officer",,,,,
186537,1493040,LIFELOC TECHNOLOGIES INC,"CEO, Chief Executive Officer",,,,,
186537,1493040,LIFELOC TECHNOLOGIES INC,"CFO, Chief Financial Officer",,,,,
187411,1493137,PHOENIX LIFE SCIENCES INTL,"CEO, Chief Executive Officer",,,,,
187411,1493137,PHOENIX LIFE SCIENCES INTL,"CFO, Chief Financial Officer",,,,,
186171,1493212,NORTHFIELD BANCORP INC,"CEO, Chief Executive Officer",,,,,
186171,1493212,NORTHFIELD BANCORP INC,"CFO, Chief Financial Officer",,,,,
178834,1493225,HERITAGE FINANCIAL GP INC,"CEO, Chief Executive Officer",,,,,
178834,1493225,HERITAGE FINANCIAL GP INC,"CFO, Chief Financial Officer",,,,,
163673,1493491,PROTECT PHARMACEUTICAL CORP,"CEO, Chief Executive Officer",,,,,
163673,1493491,PROTECT PHARMACEUTICAL CORP,"CFO, Chief Financial Officer",,,,,
166595,1493526,NAUGATUCK VALLEY FINANCIAL,"CEO, Chief Executive Officer",,,,,
166595,1493526,NAUGATUCK VALLEY FINANCIAL,"CFO, Chief Financial Officer",,,,,
161014,1493552,OTONOMY INC,"CEO, Chief Executive Officer",,,,,
161014,1493552,OTONOMY INC,"CFO, Chief Financial Officer",,,,,
21145,1493566,M/ACOM TECHNOLOGY SOLUTIONS,"CEO, Chief Executive Officer",,,,,
21145,1493566,M/ACOM TECHNOLOGY SOLUTIONS,"CFO, Chief Financial Officer",,,,,
187740,1493594,CELL MEDX CORP,"CEO, Chief Executive Officer",,,,,
187740,1493594,CELL MEDX CORP,"CFO, Chief Financial Officer",,,,,
17491,1493712,TURTLE BEACH CORP,"CEO, Chief Executive Officer",,,,,
17491,1493712,TURTLE BEACH CORP,"CFO, Chief Financial Officer",,,,,
19602,1493761,CHINA SHOUGUAN MINING CORP,"CEO, Chief Executive Officer",,,,,
19602,1493761,CHINA SHOUGUAN MINING CORP,"CFO, Chief Financial Officer",,,,,
2109,1493893,CARGURUS INC,"CEO, Chief Executive Officer",,,,,
2109,1493893,CARGURUS INC,"CFO, Chief Financial Officer",,,,,
32541,1494259,UNIVAR INC,"CEO, Chief Executive Officer",,,,,
32541,1494259,UNIVAR INC,"CFO, Chief Financial Officer",,,,,
21515,1494319,EMERGENT CAPITAL INC,"CEO, Chief Executive Officer",,,,,
21515,1494319,EMERGENT CAPITAL INC,"CFO, Chief Financial Officer",,,,,
185416,1494448,CORPORATE CAPITAL TR INC,"CEO, Chief Executive Officer",,,,,
185416,1494448,CORPORATE CAPITAL TR INC,"CFO, Chief Financial Officer",,,,,
23985,1494538,AMBOW EDUCATION HLDGS,"CEO, Chief Executive Officer",,,,,
23985,1494538,AMBOW EDUCATION HLDGS,"CFO, Chief Financial Officer",,,,,
185263,1494558,BOSTON OMAHA CORPORATION,"CEO, Chief Executive Officer",,,,,
185263,1494558,BOSTON OMAHA CORPORATION,"CFO, Chief Financial Officer",,,,,
27977,1494582,OPTINOSE INC,"CEO, Chief Executive Officer",,,,,
27977,1494582,OPTINOSE INC,"CFO, Chief Financial Officer",,,,,
32451,1494650,SENSUS HEALTHCARE INC,"CEO, Chief Executive Officer",,,,,
32451,1494650,SENSUS HEALTHCARE INC,"CFO, Chief Financial Officer",,,,,
26908,1494891,GLOBAL INDEMNITY LTD,"CEO, Chief Executive Officer",,,,,
26908,1494891,GLOBAL INDEMNITY LTD,"CFO, Chief Financial Officer",,,,,
156384,1494904,ESREY ENERGY LTD - OLD,"CEO, Chief Executive Officer",,,,,
156384,1494904,ESREY ENERGY LTD - OLD,"CFO, Chief Financial Officer",,,,,
142603,1495108,MAKEMYTRIP LTD,"CEO, Chief Executive Officer",,,,,
142603,1495108,MAKEMYTRIP LTD,"CFO, Chief Financial Officer",,,,,
185319,1495153,OXFORD LANE CAPITAL CORP,"CEO, Chief Executive Officer",,,,,
185319,1495153,OXFORD LANE CAPITAL CORP,"CFO, Chief Financial Officer",,,,,
186289,1495222,IZEA WORLDWIDE INC,"CEO, Chief Executive Officer",,,,,
186289,1495222,IZEA WORLDWIDE INC,"CFO, Chief Financial Officer",,,,,
187357,1495231,GLADSTONE LAND CORP,"CEO, Chief Executive Officer",,,,,
187357,1495231,GLADSTONE LAND CORP,"CFO, Chief Financial Officer",,,,,
12081,1495240,VERA BRADLEY INC,"CEO, Chief Executive Officer",,,,,
12081,1495240,VERA BRADLEY INC,"CFO, Chief Financial Officer",,,,,
185195,1495320,BRAVO BRIO RESTAURANT GP INC,"CEO, Chief Executive Officer",,,,,
185195,1495320,BRAVO BRIO RESTAURANT GP INC,"CFO, Chief Financial Officer",,,,,
185194,1495479,ENER-CORE INC,"CEO, Chief Executive Officer",,,,,
185194,1495479,ENER-CORE INC,"CFO, Chief Financial Officer",,,,,
18352,1495536,FIRSTHAND TECHNOLOGY VALU FD,"CEO, Chief Executive Officer",,,,,
18352,1495536,FIRSTHAND TECHNOLOGY VALU FD,"CFO, Chief Financial Officer",,,,,
186990,1495584,UCORE RARE METALS INC,"CEO, Chief Executive Officer",,,,,
186990,1495584,UCORE RARE METALS INC,"CFO, Chief Financial Officer",,,,,
166504,1495651,EXP WORLD HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
166504,1495651,EXP WORLD HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
18875,1495932,GGP INC,"CEO, Chief Executive Officer",,,,,
18875,1495932,GGP INC,"CFO, Chief Financial Officer",,,,,
28119,1496048,NEW MOUNTAIN FINANCE CORP,"CEO, Chief Executive Officer",,,,,
28119,1496048,NEW MOUNTAIN FINANCE CORP,"CFO, Chief Financial Officer",,,,,
185585,1496099,MOKO SOCIAL MEDIA LTD,"CEO, Chief Executive Officer",,,,,
185585,1496099,MOKO SOCIAL MEDIA LTD,"CFO, Chief Financial Officer",,,,,
285229,1496371,3PEA INTERNATIONAL INC,"CEO, Chief Executive Officer",,,,,
285229,1496371,3PEA INTERNATIONAL INC,"CFO, Chief Financial Officer",,,,,
105394,1496443,FIRST NBC BANK HOLDING CO,"CEO, Chief Executive Officer",,,,,
105394,1496443,FIRST NBC BANK HOLDING CO,"CFO, Chief Financial Officer",,,,,
17709,1496631,CALITHERA BIOSCIENCES INC,"CEO, Chief Executive Officer",,,,,
17709,1496631,CALITHERA BIOSCIENCES INC,"CFO, Chief Financial Officer",,,,,
21627,1496671,HYDROPHI TECHNOLOGIES GROUP,"CEO, Chief Executive Officer",,,,,
21627,1496671,HYDROPHI TECHNOLOGIES GROUP,"CFO, Chief Financial Officer",,,,,
18793,1496741,LEGACY OIL PLUS GAS INC,"CEO, Chief Executive Officer",,,,,
18793,1496741,LEGACY OIL PLUS GAS INC,"CFO, Chief Financial Officer",,,,,
174133,1496825,PREFERRED RESTAURANT BRANDS,"CEO, Chief Executive Officer",,,,,
174133,1496825,PREFERRED RESTAURANT BRANDS,"CFO, Chief Financial Officer",,,,,
20881,1497074,NANO MOBILE HEALTHCARE,"CEO, Chief Executive Officer",,,,,
20881,1497074,NANO MOBILE HEALTHCARE,"CFO, Chief Financial Officer",,,,,
186571,1497130,MODERN MOBILITY AIDS INC,"CEO, Chief Executive Officer",,,,,
186571,1497130,MODERN MOBILITY AIDS INC,"CFO, Chief Financial Officer",,,,,
186126,1497165,TOYS R US PROPERTY CO II LLC,"CEO, Chief Executive Officer",,,,,
186126,1497165,TOYS R US PROPERTY CO II LLC,"CFO, Chief Financial Officer",,,,,
183885,1497188,ORGANOVO HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
183885,1497188,ORGANOVO HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
170730,1497253,STATE BANK FINANCIAL CORP,"CEO, Chief Executive Officer",,,,,
170730,1497253,STATE BANK FINANCIAL CORP,"CFO, Chief Financial Officer",,,,,
183826,1497275,AMERN GRAPHITE TECHNOLOGIES,"CEO, Chief Executive Officer",,,,,
183826,1497275,AMERN GRAPHITE TECHNOLOGIES,"CFO, Chief Financial Officer",,,,,
190573,1497316,INVENTIV GROUP HLDGS ,"CEO, Chief Executive Officer",,,,,
190573,1497316,INVENTIV GROUP HLDGS ,"CFO, Chief Financial Officer",,,,,
124050,1497350,GEAR ENERGY LTD,"CEO, Chief Executive Officer",,,,,
124050,1497350,GEAR ENERGY LTD,"CFO, Chief Financial Officer",,,,,
19191,1497417,PLX PHARMA INC,"CEO, Chief Executive Officer",,,,,
19191,1497417,PLX PHARMA INC,"CFO, Chief Financial Officer",,,,,
26336,1497504,NANO LABS CORP,"CEO, Chief Executive Officer",,,,,
26336,1497504,NANO LABS CORP,"CFO, Chief Financial Officer",,,,,
187352,1497572,AMARILLO GOLD CORP,"CEO, Chief Executive Officer",,,,,
187352,1497572,AMARILLO GOLD CORP,"CFO, Chief Financial Officer",,,,,
115418,1497606,SUMMIT HOTEL PROPERTIES INC,"CEO, Chief Executive Officer",,,,,
115418,1497606,SUMMIT HOTEL PROPERTIES INC,"CFO, Chief Financial Officer",,,,,
185396,1497645,SOLAR QUARTZ TECHNOLOGIES CO,"CEO, Chief Executive Officer",,,,,
185396,1497645,SOLAR QUARTZ TECHNOLOGIES CO,"CFO, Chief Financial Officer",,,,,
33103,1497649,WALKER & DUNLOP INC,"CEO, Chief Executive Officer",,,,,
33103,1497649,WALKER & DUNLOP INC,"CFO, Chief Financial Officer",,,,,
185370,1497770,EXAMWORKS GROUP INC,"CEO, Chief Executive Officer",,,,,
185370,1497770,EXAMWORKS GROUP INC,"CFO, Chief Financial Officer",,,,,
185584,1498021,TECHCARE CORP,"CEO, Chief Executive Officer",,,,,
185584,1498021,TECHCARE CORP,"CFO, Chief Financial Officer",,,,,
27809,1498067,AMERICAN RENAL ASSOCS HLDGS,"CEO, Chief Executive Officer",,,,,
27809,1498067,AMERICAN RENAL ASSOCS HLDGS,"CFO, Chief Financial Officer",,,,,
26126,1498068,ARISTA FINANCIAL CORP,"CEO, Chief Executive Officer",,,,,
26126,1498068,ARISTA FINANCIAL CORP,"CFO, Chief Financial Officer",,,,,
187100,1498122,ASCENA RETAIL GROUP INC,"CEO, Chief Executive Officer",,,,,
187100,1498122,ASCENA RETAIL GROUP INC,"CFO, Chief Financial Officer",,,,,
4072,1498301,DELMAR PHARMACEUTICALS INC,"CEO, Chief Executive Officer",,,,,
4072,1498301,DELMAR PHARMACEUTICALS INC,"CFO, Chief Financial Officer",,,,,
17175,1498382,BIOLINE RX LTD,"CEO, Chief Executive Officer",,,,,
17175,1498382,BIOLINE RX LTD,"CFO, Chief Financial Officer",,,,,
282715,1498403,COLE REAL ESTATE INCM STRTGY,"CEO, Chief Executive Officer",,,,,
282715,1498403,COLE REAL ESTATE INCM STRTGY,"CFO, Chief Financial Officer",,,,,
5242,1498542,COLE CREDIT PROPERTY TR IV,"CEO, Chief Executive Officer",,,,,
5242,1498542,COLE CREDIT PROPERTY TR IV,"CFO, Chief Financial Officer",,,,,
18103,1498547,CHINACACHE INTL HLDGS  ,"CEO, Chief Executive Officer",,,,,
18103,1498547,CHINACACHE INTL HLDGS  ,"CFO, Chief Financial Officer",,,,,
185542,1498576,SPIRIT AIRLINES INC,"CEO, Chief Executive Officer",,,,,
185542,1498576,SPIRIT AIRLINES INC,"CFO, Chief Financial Officer",,,,,
185624,1498710,INTERACTIVE DATA HLDGS ,"CEO, Chief Executive Officer",,,,,
185624,1498710,INTERACTIVE DATA HLDGS ,"CFO, Chief Financial Officer",,,,,
4666,1498720,MANDALAY RESOURCES CORP,"CEO, Chief Executive Officer",,,,,
4666,1498720,MANDALAY RESOURCES CORP,"CFO, Chief Financial Officer",,,,,
142932,1498744,HOWARD HUGHES CORP,"CEO, Chief Executive Officer",,,,,
142932,1498744,HOWARD HUGHES CORP,"CFO, Chief Financial Officer",,,,,
185797,1498828,OVIVO INC,"CEO, Chief Executive Officer",,,,,
185797,1498828,OVIVO INC,"CFO, Chief Financial Officer",,,,,
64790,1499162,DALRADIAN RESOURCES INC,"CEO, Chief Executive Officer",,,,,
64790,1499162,DALRADIAN RESOURCES INC,"CFO, Chief Financial Officer",,,,,
185325,1499191,AFFINITY GAMING LLC,"CEO, Chief Executive Officer",,,,,
185325,1499191,AFFINITY GAMING LLC,"CFO, Chief Financial Officer",,,,,
147571,1499268,IMERJN INC,"CEO, Chief Executive Officer",,,,,
147571,1499268,IMERJN INC,"CFO, Chief Financial Officer",,,,,
187135,1499274,STRAD ENERGY SERVICES LTD,"CEO, Chief Executive Officer",,,,,
187135,1499274,STRAD ENERGY SERVICES LTD,"CFO, Chief Financial Officer",,,,,
185960,1499360,RBB BANCORP,"CEO, Chief Executive Officer",,,,,
185960,1499360,RBB BANCORP,"CFO, Chief Financial Officer",,,,,
12035,1499422,SPRT OF TXS BNCSR INC,"CEO, Chief Executive Officer",,,,,
12035,1499422,SPRT OF TXS BNCSR INC,"CFO, Chief Financial Officer",,,,,
33316,1499453,ADECOAGRO SA,"CEO, Chief Executive Officer",,,,,
33316,1499453,ADECOAGRO SA,"CFO, Chief Financial Officer",,,,,
186275,1499505,NOAH HOLDINGS LTD  ,"CEO, Chief Executive Officer",,,,,
186275,1499505,NOAH HOLDINGS LTD  ,"CFO, Chief Financial Officer",,,,,
185783,1499543,XUEDA EDUCATION GROUP  ,"CEO, Chief Executive Officer",,,,,
185783,1499543,XUEDA EDUCATION GROUP  ,"CFO, Chief Financial Officer",,,,,
185732,1499619,TAL EDUCATION GROUP,"CEO, Chief Executive Officer",,,,,
185732,1499619,TAL EDUCATION GROUP,"CFO, Chief Financial Officer",,,,,
185733,1499620,STAFFING 360 SOLUTIONS INC,"CEO, Chief Executive Officer",,,,,
185733,1499620,STAFFING 360 SOLUTIONS INC,"CFO, Chief Financial Officer",,,,,
190572,1499717,E-COMMERCE CH DANGDANG ,"CEO, Chief Executive Officer",,,,,
190572,1499717,E-COMMERCE CH DANGDANG ,"CFO, Chief Financial Officer",,,,,
185928,1499744,GLOBUS MARITIME LTD,"CEO, Chief Executive Officer",,,,,
185928,1499744,GLOBUS MARITIME LTD,"CFO, Chief Financial Officer",,,,,
285135,1499780,BITAUTO HOLDINGS LTD  ,"CEO, Chief Executive Officer",,,,,
285135,1499780,BITAUTO HOLDINGS LTD  ,"CFO, Chief Financial Officer",,,,,
185837,1499781,K2M GROUP HOLDINGS INC,"CEO, Chief Executive Officer",,,,,
185837,1499781,K2M GROUP HOLDINGS INC,"CFO, Chief Financial Officer",,,,,
20003,1499807,TOWNSQUARE MEDIA INC,"CEO, Chief Executive Officer",,,,,
20003,1499807,TOWNSQUARE MEDIA INC,"CFO, Chief Financial Officer",,,,,
111974,1499832,BRASILAGRO CIA BRAS DE PROP,"CEO, Chief Executive Officer",,,,,
111974,1499832,BRASILAGRO CIA BRAS DE PROP,"CFO, Chief Financial Officer",,,,,
277487,1499849,GLOBAL BROKERAGE INC,"CEO, Chief Executive Officer",,,,,
277487,1499849,GLOBAL BROKERAGE INC,"CFO, Chief Financial Officer",,,,,
185518,1499912,COUNTRY STYLE COOK,"CEO, Chief Executive Officer",,,,,
185518,1499912,COUNTRY STYLE COOK,"CFO, Chief Financial Officer",,,,,
185524,1499934,NET ELEMENT INC,"CEO, Chief Executive Officer",,,,,
185524,1499934,NET ELEMENT INC,"CFO, Chief Financial Officer",,,,,
163806,1499961,NOBLE VICI GROUP INC,"CEO, Chief Executive Officer",,,,,
163806,1499961,NOBLE VICI GROUP INC,"CFO, Chief Financial Officer",,,,,
34290,1500122,ITEM 9 LABS CORP,"CEO, Chief Executive Officer",,,,,
34290,1500122,ITEM 9 LABS CORP,"CFO, Chief Financial Officer",,,,,
193157,1500123,LANTHEUS MEDICAL IMAGING INC,"CEO, Chief Executive Officer",,,,,
193157,1500123,LANTHEUS MEDICAL IMAGING INC,"CFO, Chief Financial Officer",,,,,
186497,1500157,SI FINANCIAL GROUP INC,"CEO, Chief Executive Officer",,,,,
186497,1500157,SI FINANCIAL GROUP INC,"CFO, Chief Financial Officer",,,,,
160667,1500213,AMERICAN ASSETS TRUST INC,"CEO, Chief Executive Officer",,,,,
160667,1500213,AMERICAN ASSETS TRUST INC,"CFO, Chief Financial Officer",,,,,
185549,1500217,UBI BLOCKCHAIN INTERNET,"CEO, Chief Executive Officer",,,,,
185549,1500217,UBI BLOCKCHAIN INTERNET,"CFO, Chief Financial Officer",,,,,
189563,1500242,SKY-MOBI LTD  ,"CEO, Chief Executive Officer",,,,,
189563,1500242,SKY-MOBI LTD  ,"CFO, Chief Financial Officer",,,,,
185944,1500252,ANPULO FOOD INC,"CEO, Chief Executive Officer",,,,,
185944,1500252,ANPULO FOOD INC,"CFO, Chief Financial Officer",,,,,
26142,1500366,HEMISPHERE ENERGY CORP,"CEO, Chief Executive Officer",,,,,
26142,1500366,HEMISPHERE ENERGY CORP,"CFO, Chief Financial Officer",,,,,
5583,1500424,GOPRO INC,"CEO, Chief Executive Officer",,,,,
5583,1500424,GOPRO INC,"CFO, Chief Financial Officer",,,,,
20644,1500435,BRAVADA GOLD CORP,"CEO, Chief Executive Officer",,,,,
20644,1500435,BRAVADA GOLD CORP,"CFO, Chief Financial Officer",,,,,
184811,1500620,GRAN COLOMBIA GOLD CORP,"CEO, Chief Executive Officer",,,,,
184811,1500620,GRAN COLOMBIA GOLD CORP,"CFO, Chief Financial Officer",,,,,
185448,1500684,CHINA MING YANG WIND PWR,"CEO, Chief Executive Officer",,,,,
185448,1500684,CHINA MING YANG WIND PWR,"CFO, Chief Financial Officer",,,,,
185525,1500689,WOLVERINE BANCORP INC,"CEO, Chief Executive Officer",,,,,
185525,1500689,WOLVERINE BANCORP INC,"CFO, Chief Financial Officer",,,,,
